DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200312455,6/9/2020 0:00,5/31/2020 0:00,1500,3,Southwest,359,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3500 S  FLOWER                       ST,,34.0199,-118.2797
201210024,3/30/2020 0:00,3/30/2020 0:00,2020,12,77th Street,1268,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,8200    WALL                         ST,,33.9654,-118.2717
200908510,4/16/2020 0:00,4/16/2020 0:00,15,9,Van Nuys,998,2,946,OTHER MISCELLANEOUS CRIME,0911 1906,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,4200    LONGRIDGE                    AV,,34.1464,-118.4213
201000503,1/3/2020 0:00,1/3/2020 0:00,1645,10,West Valley,1041,1,310,BURGLARY,0344 1402 2004,55,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,5600    TOPEKA                       DR,,34.1742,-118.5461
200816479,11/15/2020 0:00,11/14/2020 0:00,2330,8,West LA,836,1,330,BURGLARY FROM VEHICLE,0344 0352 1822 0386 0321 1420 0377 0930,35,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1800    HOLMBY                       AV,,34.0557,-118.4255
200710079,6/5/2020 0:00,5/30/2020 0:00,2145,7,Wilshire,702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447,0,M,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,7500 W  MELROSE                      AV,,34.0837,-118.3532
200504465,1/10/2020 0:00,1/10/2020 0:00,1440,5,Harbor,509,2,625,OTHER ASSAULT,0319 0605 0326 0356 1309 1822,50,F,W,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,WESTERN,251ST,33.7968,-118.3076
200611732,6/23/2020 0:00,6/23/2020 0:00,1530,6,Hollywood,647,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,61,F,O,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,1600 N  EL CENTRO                    AV,,34.0998,-118.3237
201309690,4/20/2020 0:00,4/20/2020 0:00,130,13,Newton,1377,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,45,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,5400    DUARTE                       ST,,33.9938,-118.2424
200517972,12/18/2020 0:00,6/3/2020 0:00,1200,5,Harbor,557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0421 0940 1202 1402 1702,66,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,998,,,600 W  SANTA CRUZ                   ST,,33.7412,-118.2924
200910984,6/13/2020 0:00,6/12/2020 0:00,2230,9,Van Nuys,914,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,15000    SHERMAN                      WY,,34.2012,-118.4596
201012093,8/15/2020 0:00,8/15/2020 0:00,1150,10,West Valley,1024,2,624,BATTERY - SIMPLE ASSAULT,0913 0562 0416 1202 1309 0602 0443,60,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6800    BAIRD                        AV,,34.1939,-118.5373
201107548,3/20/2020 0:00,3/18/2020 0:00,1400,11,Northeast,1151,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,36,M,W,104,DRIVEWAY,,,IC,Invest Cont,745,,,,1400 N  EDGEMONT                     ST,,34.0968,-118.2961
200712651,8/11/2020 0:00,8/11/2020 0:00,1525,7,Wilshire,749,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 0311 0906,50,M,O,301,GAS STATION,,,AO,Adult Other,740,998,,,CRENSHAW,OLYMPIC,34.0547,-118.323
201212355,5/7/2020 0:00,5/6/2020 0:00,1825,12,77th Street,1268,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1301 1822 1402,50,F,H,102,SIDEWALK,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230,,,,SAN PEDRO,83RD                         ST,33.9638,-118.2695
200811130,6/24/2020 0:00,6/24/2020 0:00,1900,8,West LA,847,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1810 0913,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,2200 S  BEVERLY GLEN                 BL,,34.05,-118.4202
200710820,6/22/2020 0:00,6/22/2020 0:00,1800,7,Wilshire,778,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0361,58,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,1600 S  BRONSON                      AV,,34.0432,-118.328
201223309,10/24/2020 0:00,10/24/2020 0:00,1600,12,77th Street,1259,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416 0429,43,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,900 E  76TH                         ST,,33.9712,-118.2586
200113717,6/21/2020 0:00,6/20/2020 0:00,2000,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0913,45,F,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,SAN JULIAN,5TH,34.0446,-118.245
201217883,8/5/2020 0:00,8/4/2020 0:00,1500,12,77th Street,1208,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  49TH                         PL,,33.998,-118.2856
